MovieId,CustomerId,ViewedOn
3055,241,7/23/2019 18:00
3480,241,3/11/2019 13:00
2337,333,4/24/2019 13:00
4183,362,4/30/2019 23:00
3232,244,3/27/2019 17:00
976,456,6/8/2019 20:00
2913,6,1/6/2018 0:00
1394,224,3/10/2019 16:00
121,366,8/28/2018 22:00
916,30,8/17/2019 10:00
1077,271,9/5/2018 20:00
2777,160,10/28/2019 12:00
3583,368,2/19/2018 23:00
4348,183,3/7/2019 0:00
2682,378,2/15/2018 11:00
3320,128,7/4/2018 9:00
4295,479,6/27/2018 13:00
819,175,4/16/2018 12:00
1589,110,2/9/2018 20:00
3990,269,4/21/2019 20:00
3720,235,3/2/2019 14:00
2688,412,5/20/2019 18:00
695,102,3/30/2018 14:00
593,12,7/6/2019 10:00
135,196,5/21/2019 15:00
2685,145,7/31/2018 17:00
3352,247,6/7/2019 18:00
1152,189,4/20/2019 8:00
3742,214,5/27/2019 18:00
1048,117,5/5/2019 15:00
2003,234,2/27/2019 18:00
1389,64,5/6/2018 22:00
4159,495,11/30/2018 17:00
1230,223,5/3/2018 21:00
1134,443,10/1/2019 0:00
2438,446,5/14/2019 17:00
3849,230,8/8/2018 23:00
1558,194,11/9/2018 18:00
2894,200,12/31/2018 14:00
3948,238,10/28/2019 16:00
640,389,4/20/2018 9:00
2014,349,2/6/2019 8:00
3431,461,4/15/2019 17:00
3770,85,9/26/2019 23:00
180,386,8/8/2019 11:00
502,325,9/13/2019 12:00
3448,31,1/20/2018 17:00
57,46,6/22/2019 18:00
548,334,6/5/2019 0:00
2562,249,8/18/2019 8:00
2194,103,4/19/2019 0:00
280,195,1/31/2018 14:00
627,401,7/30/2018 17:00
2878,21,9/12/2019 9:00
1236,364,1/15/2018 20:00
2422,100,2/15/2018 13:00
1664,19,5/15/2019 22:00
3027,85,6/30/2018 10:00
2145,421,12/18/2018 16:00
4172,329,2/8/2019 11:00
596,236,8/29/2018 18:00
4446,369,11/2/2019 9:00
2289,63,2/6/2019 10:00
3344,283,3/6/2019 11:00
1839,100,1/1/2019 19:00
3544,357,3/3/2019 17:00
733,52,8/5/2018 8:00
2149,272,7/28/2018 22:00
3948,369,4/6/2019 9:00
1024,158,2/1/2018 13:00
2450,393,1/1/2018 9:00
1439,8,9/16/2018 16:00
2495,462,1/24/2019 14:00
1002,258,11/19/2018 13:00
206,356,4/5/2019 11:00
3647,275,3/17/2019 9:00
3252,198,4/3/2019 23:00
1129,167,6/12/2018 8:00
3945,152,7/17/2019 10:00
2431,296,4/4/2018 18:00
1962,390,7/27/2018 14:00
2814,259,7/26/2018 12:00
4185,402,6/14/2018 22:00
1081,308,4/6/2019 21:00
3989,470,10/31/2018 23:00
838,151,3/16/2019 13:00
3259,170,3/29/2019 22:00
322,494,12/29/2018 18:00
4203,403,4/22/2018 8:00
4446,176,2/13/2018 14:00
215,193,1/31/2018 23:00
2176,274,3/24/2018 9:00
3462,106,6/13/2018 11:00
3103,42,4/14/2018 15:00
2386,185,11/5/2018 23:00
3517,496,11/9/2019 12:00
3558,480,10/22/2018 15:00
64,234,10/30/2019 10:00
1864,268,6/10/2019 23:00
3727,162,2/4/2019 9:00
3028,232,2/18/2018 9:00
3191,248,7/12/2019 8:00
547,266,7/2/2019 13:00
1453,64,2/7/2018 11:00
2781,231,11/1/2019 22:00
473,262,4/26/2019 10:00
1908,88,4/11/2018 23:00
737,356,8/13/2019 8:00
1445,23,10/25/2018 13:00
3796,462,10/2/2018 16:00
3573,286,6/10/2019 14:00
3354,156,1/19/2019 21:00
931,62,10/20/2019 20:00
1894,221,2/8/2018 22:00
2939,93,8/2/2019 18:00
3396,155,5/6/2018 23:00
3478,500,9/29/2018 9:00
3912,191,6/28/2019 11:00
3803,313,3/30/2019 17:00
2258,431,2/2/2019 22:00
2238,418,9/27/2019 18:00
2786,292,6/10/2019 18:00
855,64,11/14/2019 22:00
2836,382,1/31/2018 22:00
3572,149,5/10/2018 20:00
1286,121,3/16/2019 17:00
3788,114,11/21/2018 18:00
4325,264,11/6/2018 0:00
1331,149,12/19/2018 23:00
3568,129,8/29/2019 11:00
1340,483,9/19/2018 19:00
1132,459,5/12/2019 14:00
482,72,4/26/2018 17:00
817,375,4/5/2019 23:00
3525,254,12/14/2018 13:00
2502,237,4/23/2018 14:00
3685,57,12/2/2018 8:00
912,346,11/6/2018 16:00
835,214,6/23/2018 12:00
2831,239,5/29/2019 17:00
332,132,2/8/2018 23:00
688,475,8/13/2019 13:00
3836,483,7/11/2018 11:00
3541,166,4/27/2018 16:00
2729,141,7/5/2019 12:00
3262,166,2/7/2019 12:00
1342,438,2/19/2019 15:00
4070,157,2/17/2018 13:00
1374,386,7/21/2018 14:00
3242,115,9/7/2018 19:00
147,403,2/13/2018 12:00
3634,491,8/5/2019 19:00
3898,124,2/7/2018 12:00
1899,108,3/31/2019 22:00
3056,408,1/31/2018 9:00
1129,3,8/17/2019 14:00
4108,115,9/6/2018 17:00
3536,429,1/25/2018 14:00
2200,3,5/12/2019 15:00
995,44,9/30/2019 23:00
4423,68,9/17/2019 22:00
4304,283,9/20/2019 9:00
2441,20,2/18/2018 19:00
4111,159,7/23/2019 18:00
3377,100,2/3/2018 19:00
537,335,4/6/2019 17:00
4263,395,12/18/2018 0:00
3303,101,2/11/2018 14:00
3323,258,2/9/2019 8:00
574,288,10/31/2018 8:00
659,56,7/2/2019 0:00
2754,234,7/10/2019 17:00
1929,194,9/29/2018 13:00
462,271,9/7/2019 9:00
3676,479,11/19/2018 23:00
3118,221,2/10/2019 22:00
1281,402,6/9/2018 15:00
3164,54,12/20/2018 14:00
2646,209,4/23/2019 16:00
177,227,7/21/2019 8:00
3249,22,3/15/2018 8:00
995,254,2/23/2018 15:00
3848,464,5/23/2018 8:00
3310,463,8/31/2019 17:00
1360,279,1/4/2019 20:00
2368,466,6/27/2019 16:00
1698,278,10/9/2018 13:00
3760,110,10/2/2018 16:00
2048,150,11/18/2018 14:00
3598,39,8/7/2019 9:00
4052,433,10/14/2018 22:00
3005,276,5/26/2018 23:00
3326,157,8/15/2018 21:00
1344,478,5/5/2018 15:00
371,461,6/8/2018 13:00
438,429,1/29/2018 0:00
769,400,6/4/2018 9:00
4128,153,1/16/2018 16:00
2703,46,5/26/2018 12:00
4302,343,5/10/2019 17:00
2889,261,6/9/2018 22:00
326,171,5/7/2019 17:00
4061,459,3/18/2019 9:00
2761,385,6/11/2018 15:00
179,404,11/20/2019 21:00
4363,434,5/27/2019 18:00
891,7,5/6/2018 12:00
1940,242,10/4/2018 21:00
1481,435,8/17/2019 20:00
807,289,3/23/2019 17:00
3102,291,6/1/2018 23:00
1829,110,6/24/2019 22:00
1111,263,12/15/2018 14:00
3739,488,10/25/2018 12:00
3378,165,11/5/2019 10:00
4116,157,4/5/2018 18:00
3130,62,2/25/2018 13:00
2872,441,2/1/2019 16:00
4168,235,10/15/2018 12:00
2585,215,10/15/2018 18:00
85,259,2/14/2018 18:00
4299,308,5/24/2018 15:00
3685,484,2/19/2018 17:00
3,11,10/14/2018 16:00
368,243,4/23/2019 14:00
2517,87,1/13/2019 11:00
4030,340,5/22/2019 20:00
1892,262,1/8/2019 12:00
4381,55,3/25/2019 17:00
3783,111,5/12/2018 22:00
2471,494,5/13/2019 21:00
897,284,4/5/2019 17:00
410,365,10/24/2019 8:00
4215,138,6/11/2019 16:00
3370,294,6/26/2018 10:00
2983,385,12/21/2018 8:00
2184,145,9/11/2018 18:00
3410,98,1/15/2018 17:00
468,173,11/22/2018 16:00
3411,54,11/10/2019 8:00
2492,377,8/6/2019 0:00
3276,137,6/10/2018 20:00
1818,218,4/21/2019 10:00
3580,11,2/10/2018 16:00
2003,499,4/22/2018 12:00
3847,186,2/16/2018 21:00
2325,367,8/8/2019 20:00
2734,330,4/16/2018 14:00
2496,378,2/12/2019 17:00
1475,411,5/1/2019 20:00
1244,195,12/11/2018 10:00
2725,300,9/25/2019 20:00
563,224,2/5/2018 12:00
719,47,7/11/2019 15:00
3476,447,7/16/2018 14:00
3292,387,5/31/2018 18:00
1793,54,10/7/2019 19:00
3593,473,7/30/2019 23:00
3823,376,10/22/2019 11:00
1657,38,6/30/2018 14:00
3269,225,1/28/2019 23:00
1558,106,11/29/2019 20:00
1564,399,4/13/2019 22:00
2855,28,3/5/2018 15:00
1532,351,7/23/2018 0:00
4076,387,5/16/2018 23:00
1001,406,3/29/2019 10:00
2908,128,6/22/2019 20:00
1598,9,1/10/2018 0:00
3430,230,2/19/2019 18:00
479,116,5/20/2019 15:00
4338,450,2/20/2019 17:00
1946,343,8/23/2019 19:00
2356,55,9/13/2019 10:00
1083,9,4/9/2019 0:00
2552,160,6/18/2018 14:00
1575,152,4/13/2018 10:00
1444,59,1/5/2018 15:00
1925,194,5/1/2019 12:00
822,92,7/26/2019 10:00
362,464,6/28/2018 0:00
1494,413,3/11/2019 17:00
762,220,9/22/2019 10:00
1535,354,10/17/2019 18:00
2566,492,10/18/2018 19:00
4243,462,12/1/2018 19:00
483,316,10/13/2019 10:00
1432,99,8/5/2018 18:00
3434,266,10/18/2018 20:00
320,41,11/29/2019 9:00
176,323,2/8/2018 12:00
231,445,3/11/2019 18:00
2002,464,4/8/2019 17:00
2854,329,4/7/2018 11:00
3603,333,2/27/2018 20:00
2355,416,5/8/2018 16:00
649,310,8/27/2018 13:00
104,464,4/4/2018 0:00
1459,439,4/14/2018 9:00
2989,27,5/31/2019 23:00
830,143,6/7/2019 12:00
3126,297,12/24/2018 23:00
3537,336,12/2/2018 19:00
4347,469,11/24/2018 23:00
1677,383,12/24/2018 16:00
3237,307,7/27/2018 8:00
2489,342,5/30/2019 0:00
2502,405,9/13/2019 21:00
1637,250,5/14/2018 13:00
1128,436,5/11/2018 0:00
4104,477,3/1/2018 22:00
2479,69,2/5/2019 13:00
1497,247,2/14/2019 9:00
2994,200,6/30/2019 23:00
904,497,12/20/2018 18:00
4301,149,1/22/2018 14:00
2881,240,6/7/2019 12:00
151,185,2/16/2018 0:00
3519,74,3/2/2019 16:00
2804,152,8/1/2018 19:00
2540,79,4/29/2018 20:00
3503,488,1/13/2019 13:00
3211,13,4/16/2019 18:00
3273,87,6/25/2019 15:00
3368,94,8/31/2019 19:00
4358,95,7/20/2019 14:00
4126,402,5/13/2019 22:00
4268,187,11/6/2019 16:00
3863,473,8/18/2018 17:00
1338,23,1/8/2019 17:00
3826,251,2/20/2018 11:00
3337,177,9/14/2018 8:00
2671,99,6/22/2018 13:00
3041,155,6/6/2019 17:00
2068,398,9/12/2019 11:00
3446,115,6/22/2019 10:00
2827,229,1/8/2019 10:00
3105,58,12/2/2018 0:00
1363,218,10/26/2019 22:00
3575,373,4/24/2019 8:00
697,140,10/21/2018 23:00
2375,8,6/14/2018 18:00
2055,86,10/6/2019 13:00
1179,62,5/28/2018 21:00
602,350,5/10/2018 8:00
2655,26,5/31/2019 23:00
2941,277,3/26/2018 23:00
3961,68,3/10/2019 23:00
1420,436,1/22/2019 9:00
1869,384,6/3/2019 13:00
1836,18,6/15/2019 16:00
3218,428,10/16/2018 14:00
2893,94,7/19/2019 22:00
3754,289,8/22/2019 15:00
3379,109,4/20/2019 20:00
2068,494,11/17/2019 9:00
49,86,7/27/2018 12:00
1387,330,9/3/2019 11:00
3887,491,12/21/2018 13:00
3683,385,8/8/2018 13:00
3502,432,4/22/2019 18:00
4267,225,3/30/2018 22:00
784,138,1/18/2019 11:00
1325,25,8/27/2019 0:00
386,104,11/1/2019 19:00
234,239,2/24/2019 11:00
3325,212,10/25/2019 9:00
3248,491,11/30/2019 17:00
3547,466,2/9/2019 18:00
2004,98,4/28/2019 17:00
1463,87,12/13/2018 12:00
2417,238,7/6/2018 17:00
85,17,7/16/2019 15:00
2788,274,4/30/2019 18:00
4113,265,9/8/2019 14:00
3601,357,12/8/2018 16:00
1170,425,12/12/2018 8:00
1342,446,1/19/2019 16:00
334,189,2/21/2019 18:00
1714,490,12/12/2018 17:00
669,329,12/11/2018 8:00
1990,412,12/18/2018 22:00
3353,184,11/24/2019 11:00
3766,472,10/23/2019 14:00
2079,97,7/6/2018 16:00
3764,495,5/7/2019 21:00
2400,26,11/22/2019 11:00
1347,309,12/6/2018 14:00
3513,25,2/14/2018 14:00
2555,314,12/15/2018 8:00
2193,158,11/9/2018 18:00
682,10,6/11/2019 23:00
3430,414,3/26/2019 9:00
209,325,1/2/2019 11:00
221,192,9/25/2018 20:00
2819,367,10/5/2019 13:00
2602,198,9/5/2019 15:00
2004,482,10/6/2019 12:00
552,315,3/17/2019 16:00
2994,16,9/2/2018 9:00
725,327,4/9/2019 15:00
212,444,9/24/2018 22:00
1303,332,5/13/2018 16:00
50,299,6/24/2019 18:00
3383,493,11/13/2018 21:00
236,239,8/25/2018 13:00
3869,378,5/7/2019 15:00
2171,462,9/2/2018 12:00
3900,127,10/3/2018 19:00
2322,316,8/17/2018 16:00
3031,3,8/25/2018 21:00
3228,456,9/7/2018 9:00
559,181,7/11/2018 14:00
1236,135,3/2/2018 8:00
801,400,5/12/2018 18:00
2425,332,7/17/2019 9:00
1103,8,2/26/2018 21:00
891,485,4/21/2019 18:00
1871,168,5/19/2019 14:00
1333,232,1/7/2018 19:00
1544,226,11/25/2019 20:00
2713,257,9/1/2018 13:00
3908,85,2/9/2018 9:00
3846,344,5/11/2019 22:00
3605,299,8/20/2018 17:00
2910,219,2/10/2019 20:00
3016,229,7/20/2018 9:00
1498,330,8/3/2019 17:00
740,468,6/9/2019 21:00
1344,357,5/19/2018 12:00
4062,414,9/10/2019 22:00
4066,373,3/1/2019 9:00
2028,411,10/2/2019 21:00
362,112,9/17/2018 20:00
2690,144,5/15/2018 21:00
412,215,1/26/2019 11:00
573,19,8/12/2019 23:00
809,122,2/18/2019 21:00
4298,232,8/19/2018 22:00
842,358,11/7/2019 8:00
363,82,5/8/2018 20:00
2178,282,3/19/2019 22:00
2179,95,2/10/2018 12:00
214,90,3/4/2019 22:00
795,81,6/9/2018 23:00
2768,134,7/1/2018 14:00
3154,265,6/22/2019 19:00
3877,306,12/26/2018 11:00
3940,312,10/14/2019 9:00
1135,404,9/21/2019 20:00
2181,332,3/11/2019 22:00
3405,307,9/16/2018 19:00
4154,301,1/7/2019 19:00
4242,391,2/14/2019 0:00
698,484,2/8/2018 18:00
4413,300,4/6/2019 10:00
3253,131,11/10/2018 19:00
2576,131,9/30/2018 21:00
587,54,9/22/2018 12:00
2809,72,7/31/2018 17:00
3657,413,1/16/2018 14:00
2177,280,6/29/2018 16:00
2999,10,9/18/2018 21:00
1085,406,7/5/2019 11:00
5,478,12/25/2018 18:00
96,215,8/20/2018 0:00
1793,423,2/22/2018 9:00
214,415,5/23/2019 15:00
3388,64,3/13/2019 11:00
866,351,9/4/2018 22:00
2688,108,4/7/2018 12:00
920,162,4/2/2019 20:00
3770,224,8/28/2018 13:00
4069,311,1/13/2019 0:00
1217,345,10/31/2019 20:00
3914,477,4/8/2019 22:00
2411,126,8/24/2018 9:00
1727,167,9/15/2018 14:00
3505,47,5/12/2018 13:00
3250,239,9/21/2019 12:00
414,487,8/16/2019 22:00
1582,412,6/5/2019 12:00
1947,189,4/21/2018 14:00
1663,311,12/6/2018 9:00
1628,59,4/25/2019 19:00
3043,268,10/11/2019 14:00
2707,13,5/12/2018 16:00
922,393,6/30/2018 17:00
202,377,9/22/2018 11:00
4194,411,3/14/2019 17:00
3777,33,2/16/2018 15:00
2678,98,2/2/2018 22:00
2979,164,5/19/2019 12:00
1097,361,4/25/2019 10:00
890,40,8/11/2019 16:00
1159,444,1/27/2018 21:00
635,241,3/25/2018 16:00
3587,250,7/16/2019 19:00
3882,269,4/27/2018 14:00
3093,201,8/25/2019 8:00
1525,364,2/28/2019 19:00
3353,348,12/25/2018 21:00
2593,241,2/18/2018 0:00
3248,163,8/12/2018 8:00
3911,367,11/20/2018 14:00
3367,160,6/3/2019 22:00
4095,484,8/14/2019 20:00
4365,57,9/18/2019 18:00
1645,120,9/4/2018 17:00
2722,262,10/3/2018 14:00
536,449,8/20/2019 0:00
2033,166,10/11/2019 14:00
758,414,2/13/2018 21:00
1498,183,3/9/2018 23:00
3267,360,6/6/2018 15:00
913,180,11/24/2019 13:00
799,447,1/3/2019 21:00
1627,472,10/16/2019 22:00
3599,77,12/5/2018 0:00
3059,395,6/16/2018 11:00
1760,48,5/13/2018 21:00
1414,79,1/31/2018 22:00
4390,4,7/31/2018 10:00
2906,182,1/4/2018 19:00
625,248,2/2/2019 16:00
114,125,3/9/2019 8:00
2530,477,5/15/2018 23:00
1874,267,2/6/2018 10:00
2344,381,1/18/2018 8:00
1378,150,10/6/2018 14:00
3490,170,2/6/2018 20:00
3438,151,3/31/2018 0:00
3377,190,2/12/2019 16:00
4002,243,7/24/2018 13:00
2711,438,1/9/2019 16:00
1099,145,2/8/2018 13:00
3192,118,2/21/2019 0:00
323,337,11/23/2019 17:00
4019,373,11/15/2019 16:00
2811,415,7/4/2019 18:00
2640,216,3/10/2019 15:00
3142,24,9/14/2019 9:00
3635,48,1/13/2018 16:00
3971,484,10/22/2019 10:00
174,493,5/4/2019 21:00
1416,386,2/3/2019 23:00
691,177,4/19/2018 22:00
277,98,11/17/2019 21:00
3130,57,9/14/2018 16:00
2698,300,2/5/2019 14:00
2934,427,1/3/2018 8:00
3660,27,12/7/2018 21:00
2497,159,6/3/2019 20:00
3952,487,8/18/2019 9:00
1727,277,10/23/2018 13:00
4348,450,2/3/2018 17:00
937,109,1/4/2019 9:00
219,7,8/8/2019 19:00
1413,120,5/18/2018 8:00
1578,342,10/3/2019 19:00
1283,461,9/30/2019 23:00
3799,82,9/14/2019 11:00
42,77,10/16/2018 18:00
1337,102,11/20/2019 21:00
4023,41,11/16/2019 11:00
4399,68,12/30/2018 23:00
1260,153,10/4/2018 21:00
2699,497,9/12/2018 15:00
3724,318,1/10/2018 16:00
3445,305,5/4/2019 19:00
1573,119,2/24/2018 15:00
3438,120,8/26/2019 11:00
2529,190,2/26/2018 16:00
3255,229,9/13/2018 21:00
1620,492,1/2/2018 20:00
4199,236,3/19/2019 8:00
2473,324,3/25/2019 13:00
4131,205,9/16/2018 21:00
1433,348,7/4/2019 19:00
430,395,10/22/2019 23:00
3714,5,11/18/2019 10:00
2044,240,9/19/2019 17:00
730,317,8/9/2019 23:00
2190,12,12/2/2018 16:00
1969,432,1/23/2019 16:00
745,40,10/15/2018 14:00
1071,476,11/28/2019 8:00
1272,333,5/29/2019 8:00
3434,132,12/31/2018 21:00
3035,195,10/5/2019 11:00
1764,115,4/23/2018 23:00
2661,246,6/18/2019 13:00
2153,118,8/6/2018 16:00
1515,153,10/16/2019 10:00
2590,195,3/27/2018 18:00
3259,321,3/24/2019 22:00
2391,298,11/9/2019 10:00
1281,274,3/3/2019 14:00
2345,160,8/21/2018 10:00
2550,351,5/20/2018 18:00
468,225,10/29/2019 9:00
1379,340,2/2/2019 17:00
1953,111,11/6/2019 8:00
3455,242,1/10/2018 8:00
1778,86,5/21/2019 14:00
